id,title,question,date,aye_votes,no_votes,mover,mover_party,division_type,bill_type,portfolio,orig_house,status,conscience_vote,Coalition,Australian Labor Party,Australian Greens,Ms Chaney,Ms Daniel,Dr Haines,Dr M Ryan,Dr Scamps,Ms Spender,Ms Steggall,Ms Tink,Mr Wilkie,Ms Le
2246,That the debate be adjourned,That the debate be adjourned,2024-06-06T08:10:12.66,69,58,Mr Bowen,Australian Labor Party,procedural,,,,,FALSE,No,Aye,,No,No,No,,,No,No,No,No,
2247,Treasury Laws Amendment (Financial Market Infrastructure and Other Measures) Bill 2024,2nd reading—That the amendment be agreed to,2024-06-06T09:34:57.24,51,84,Mr Taylor,Liberal Party of Australia,bill,Government,Treasury,House of Representatives,Act,FALSE,Aye,No,No,No,No,No,,No,No,No,No,No,
2248,Treasury Laws Amendment (Financial Market Infrastructure and Other Measures) Bill 2024,That the bill be read a second time,2024-06-06T12:53:13.37,84,51,Dr Chalmers,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,,Aye,Aye,Aye,Aye,Aye,
2249,Suspension of standing orders,That the motion be agreed to,2024-06-06T12:58:40.083,52,70,Mr Fletcher,Liberal Party of Australia,procedural,,,,,FALSE,Aye,No,Aye,,,,,,,,,,
2250,Matter of Public Importance ,That the business of the day be called on,2024-06-06T16:11:28.36,71,54,Mr Burke,Australian Labor Party,procedural,,,,,FALSE,No,Aye,,,No,No,,,No,No,No,,
2252,Suspension of standing orders,That the motion be agreed to,2024-06-24T09:11:17.22,7,56,Mr Chandler-Mather,Australian Greens,procedural,,,,,FALSE,No,No,Aye,,No,No,No,No,No,,,Aye,
2253,Governor-General Amendment (Salary) Bill 2024,That the bill be read a second time,2024-06-25T10:25:53.733,61,7,Mr Gorman,Australian Labor Party,bill,Government,Prime Minister,House of Representatives,Act,FALSE,Aye,Aye,No,Aye,Aye,Aye,Aye,,Aye,Aye,Aye,No,
2254,Suspension of standing and sessional orders,That the resumption of debate be made an order of the day for the next sitting,2024-06-25T16:32:42.727,76,64,Mr Butler,Australian Labor Party,procedural,,,,,FALSE,No,Aye,,No,No,No,No,No,No,No,No,No,Aye
2255,National Health Amendment (Supporting Patient Access to Cheaper Medicines and Other Measures) Bill 2024,2nd reading - That the amendment be agreed to,2024-06-25T17:14:01.29,58,82,Dr Webster,The Nationals,procedural,,,,,FALSE,Aye,No,No,Aye,Aye,No,,Aye,Aye,Aye,,No,Aye
2256,Suspension of standing orders,That the motion be agreed to,2024-06-26T08:21:27.75,13,78,Ms Watson-Brown,Australian Greens,procedural,,,,,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,No
2257,Export Control Amendment (Ending Live Sheep Exports by Sea) Bill 2024,2nd reading—That the amendment be agreed to,2024-06-26T10:32:33.753,53,89,Mr Littleproud,Liberal National Party of Queensland,bill,Government,"Agriculture, Fisheries and Forestry",House of Representatives,Act,FALSE,Aye,No,No,No,No,No,No,No,No,No,No,No,
2258,Export Control Amendment (Ending Live Sheep Exports by Sea) Bill 2024,That the bill be read a second time,2024-06-26T11:37:14.42,89,54,Ms C King,Australian Labor Party,bill,Government,"Agriculture, Fisheries and Forestry",House of Representatives,Act,FALSE,No,Aye,Aye,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2259,Fair Work (Registered Organisations) Amendment (Withdrawal from Amalgamation) Bill 2024,2nd reading—That the amendment be agreed to,2024-06-26T16:33:24.427,58,80,Mr Fletcher,Liberal Party of Australia,bill,Government,Employment and Workplace Relations,House of Representatives,Act,FALSE,Aye,No,No,Aye,Aye,,Aye,,Aye,Aye,Aye,No,
2261,Therapeutic Goods and Other Legislation Amendment (Vaping Reforms) Bill 2024,Senate amendments be agreed to,2024-06-27T08:17:54.113,67,10,Mr Butler,Australian Labor Party,bill,Government,Health and Aged Care,House of Representatives,Act,FALSE,Aye,Aye,Aye,No,No,No,No,No,No,No,No,No,Aye
2262,Treasury Laws Amendment (Responsible Buy Now Pay Later and Other Measures) Bill 2024,2nd reading—That the amendment be agreed to,2024-06-27T09:51:17.607,5,74,Mr Chandler-Mather,Australian Greens,bill,Government,Treasury,House of Representatives,Act,FALSE,No,No,Aye,No,No,No,No,No,No,No,No,Aye,No
2263,Treasury Laws Amendment (Responsible Buy Now Pay Later and Other Measures) Bill 2024,2nd reading—That the amendment be agreed to,2024-06-27T10:00:29.69,55,81,Mr Howarth,Liberal National Party of Queensland,bill,Government,Treasury,House of Representatives,Act,FALSE,Aye,No,No,,Aye,No,Aye,,Aye,Aye,Aye,No,No
2264,Capital Works (Build to Rent Misuse Tax) Bill 2024,That the bill be read a second time,2024-06-27T10:08:36.43,83,50,Mr Jones,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2265,Treasury Laws Amendment (Responsible Buy Now Pay Later and Other Measures) Bill 2024,Detail amendments—That the Opposition amendment be agreed to,2024-06-27T10:16:26.27,51,82,Mr Howarth,Liberal National Party of Queensland,bill,Government,Treasury,House of Representatives,Act,FALSE,Aye,No,,No,No,No,No,No,No,No,No,,No
2266,Defence Amendment (Parliamentary Joint Committee on Defence) Bill 2024,Detail amendments—That the Opposition amendments (1) to (3) be agreed to,2024-07-01T18:01:22.547,51,87,Mr Hastie,Liberal Party of Australia,bill,Government,Defence,House of Representatives,Not Proceeding,FALSE,Aye,No,No,No,No,No,No,No,No,No,No,No,
2267,Suspension of standing orders,That debate be adjourned,2024-07-02T10:04:28.197,74,63,Mr Keogh,Australian Labor Party,procedural,,,,,FALSE,No,Aye,,No,No,No,No,No,No,No,No,No,No
2268,Suspension of standing orders,That debate be adjourned,2024-07-03T08:21:17.09,74,65,Mr Clare,Australian Labor Party,procedural,,,,,FALSE,No,Aye,,No,No,No,No,No,No,No,No,No,No
2269,Nature Positive (Environment Protection Australia) Bill 2024,2nd reading—That the amendment be agreed to,2024-07-03T10:16:14.577,9,93,Ms Watson-Brown,Australian Greens,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Not Proceeding,FALSE,No,No,Aye,,Aye,Aye,Aye,Aye,,,Aye,Aye,No
2270,Nature Positive (Environment Protection Australia) Bill 2024,2nd reading—That the amendment be agreed to,2024-07-03T13:08:39.057,54,87,Mr Ted O'Brien,Liberal National Party of Queensland,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Not Proceeding,FALSE,Aye,No,No,,,No,No,No,,No,No,No,No
2271,Nature Positive (Environment Protection Australia) Bill 2024,That the bill be read a second time,2024-07-03T13:17:43.163,82,60,Ms Plibersek,Australian Labor Party,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Not Proceeding,FALSE,No,Aye,No,,Aye,No,Aye,Aye,Aye,,Aye,No,Aye
2272,suspension  of standing orders,That debate be adjourned,2024-07-03T16:23:39.277,73,65,Mr Jones,Australian Labor Party,procedural,,,,,FALSE,No,Aye,,No,No,No,No,No,No,No,No,No,
2273,Two-state solution—Motion ,That the motion be agreed to,2024-07-03T17:55:10.833,81,55,Mr Watts,Australian Labor Party,procedural,,,,,FALSE,No,Aye,No,Aye,Aye,Aye,Aye,Aye,No,Aye,Aye,,Aye
2274,Suspension of standing orders,That debate be adjourned,2024-07-03T18:04:42.6,74,60,Mr Gorman,Australian Labor Party,procedural,,,,,FALSE,No,Aye,,No,No,No,No,No,No,No,No,,
2275,Suspension of standing orders,That the motion be agreed to,2024-07-04T07:59:06.787,17,58,Mr Wilkie,Independent,procedural,,,,,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2276,Government motion,That the motion be agreed to,2024-07-04T09:50:03.733,84,50,Mr Bowen,Australian Labor Party,procedural,,,,,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,,Aye,Aye,
2277,Suspension of standing orders,That debate be adjourned,2024-07-04T10:35:44.057,73,61,Mr Bowen,Australian Labor Party,procedural,,,,,FALSE,No,Aye,,,No,No,No,No,No,No,No,,No
2278,Nature Positive (Environment Protection Australia) Bill 2024,Detail amendments—That amendments (1) to (16) be agreed to,2024-07-04T11:00:54.767,13,40,Ms Tink,Independent,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Not Proceeding,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2279,Nature Positive (Environment Protection Australia) Bill 2024,Detail amendments—That amendments (1) to (35) be agreed to,2024-07-04T11:21:49.603,13,31,Dr Scamps,Independent,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Not Proceeding,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2280,Nature Positive (Environment Protection Australia) Bill 2024,Detail amendments—That amendments (1) to (4) be agreed to,2024-07-04T11:39:25.303,12,36,Ms Daniel,Independent,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Not Proceeding,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2281,Nature Positive (Environment Protection Australia) Bill 2024,Detail amendments—That amendments (1) to (15) be agreed to,2024-07-04T12:05:00.9,10,32,Mr Wilkie,Independent,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Not Proceeding,FALSE,No,No,Aye,No,Aye,Aye,Aye,Aye,No,Aye,Aye,Aye,
2282,Nature Positive (Environment Information Australia) Bill 2024,That the bill be read a second time,2024-07-04T12:18:32.423,84,53,Ms Plibersek,Australian Labor Party,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Not Proceeding,FALSE,No,Aye,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2283,Nature Positive (Environment Information Australia) Bill 2024,Detail amendments—That amendments (1) to (3) be agreed to,2024-07-04T12:29:58.28,12,34,Ms Daniel,Independent,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Not Proceeding,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2284,Nature Positive (Environment Law Amendments and Transitional Provisions) Bill 2024,That the bill be read a second time,2024-07-04T12:50:30.637,79,58,Ms Plibersek,Australian Labor Party,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Not Proceeding,FALSE,No,Aye,No,Aye,Aye,No,Aye,No,Aye,Aye,Aye,No,
2285,Nature Positive (Environment Law Amendments and Transitional Provisions) Bill 2024,Detail amendments—That amendments (1) to (11) be agreed to,2024-07-04T12:59:27.303,11,34,Dr Scamps,Independent,bill,Government,"Climate Change, Energy, the Environment and Water",House of Representatives,Not Proceeding,FALSE,No,No,Aye,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2301,Education Services for Overseas Students Amendment (Quality and Integrity) Bill 2024,2nd reading—That the amendment be agreed to,2024-08-13T09:10:13.767,55,88,Mr Fletcher,Liberal Party of Australia,bill,Government,Education,House of Representatives,Before Senate,FALSE,Aye,No,No,No,No,No,No,,No,No,No,No,No
2302,Education Services for Overseas Students Amendment (Quality and Integrity) Bill 2024,That the bill be read a second time,2024-08-13T16:57:04.407,80,14,Mr Clare,Australian Labor Party,bill,Government,Education,House of Representatives,Before Senate,FALSE,Aye,Aye,No,No,No,No,No,No,No,No,No,Aye,No
2303,Education Services for Overseas Students Amendment (Quality and Integrity) Bill 2024,Detail amendments—That the amendments be agreed to,2024-08-13T17:10:24.28,14,46,Ms Tink,Independent,bill,Government,Education,House of Representatives,Before Senate,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2304,Education Services for Overseas Students Amendment (Quality and Integrity) Bill 2024,Detail amendment—That the amendment be agreed to,2024-08-13T17:18:04.237,11,46,Ms Daniel,Independent,bill,Government,Education,House of Representatives,Before Senate,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,No,
2305,Education Services for Overseas Students Amendment (Quality and Integrity) Bill 2024,Detail amendment—That the amendment be agreed to,2024-08-13T17:30:42.993,12,48,Ms Chaney,Independent,bill,Government,Education,House of Representatives,Before Senate,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,No,
2306,Suspension of standing orders,That debate be adjourned,2024-08-15T08:21:20.56,85,53,Ms Collins,Australian Labor Party,procedural,,,,,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,,Aye,Aye,Aye,Aye
2307,Suspension of standing orders,That debate be adjourned,2024-08-19T08:11:21.663,86,53,Mr Burke,Australian Labor Party,procedural,,,,,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,,Aye,Aye,,,Aye
2308,Closure of member,That the member be no longer heard,2024-08-20T09:57:37.697,53,92,Mr Dutton,Liberal National Party of Queensland,procedural,,,,,FALSE,Aye,No,No,No,No,No,No,No,No,No,No,No,No
2309,Fair Work (Registered Organisations) Amendment (Administration) Bill 2024,That the question be put,2024-08-20T17:16:04.927,76,70,Mr Burke,Australian Labor Party,bill,Government,Employment and Workplace Relations,Senate,Act,FALSE,No,Aye,No,No,No,No,No,No,No,No,No,No,No
2311,Fair Work (Registered Organisations) Amendment (Administration) Bill 2024,That the question be put,2024-08-20T17:57:44.127,75,67,Mr Thistlethwaite,Australian Labor Party,bill,Government,Employment and Workplace Relations,Senate,Act,FALSE,No,Aye,No,No,No,No,No,No,No,No,No,No,No
2312,Suspension of standing orders,That debate be adjourned,2024-08-21T08:15:21.447,83,6,Mr Thistlethwaite,Australian Labor Party,procedural,,,,,FALSE,Aye,Aye,No,,,No,,,Aye,,,No,
2313,Suspension of standing orders,That the motion be agreed to,2024-08-21T17:08:16.49,52,86,Mr Fletcher,Liberal Party of Australia,procedural,,,,,FALSE,Aye,No,No,No,No,No,No,,No,No,,,No
2314,Taxation (Multinational—Global and Domestic Minimum Tax) Bill 2024,2nd reading—That the amendment be agreed to,2024-08-22T08:18:35.187,56,83,Mr Taylor,Liberal Party of Australia,bill,Government,Treasury,House of Representatives,Act,FALSE,Aye,No,No,Aye,No,No,No,Aye,,Aye,Aye,No,No
2315,Future Made in Australia Bill 2024,2nd reading—That the amendment be agreed to,2024-08-22T10:05:40.927,53,85,Mr Taylor,Liberal Party of Australia,bill,Government,Treasury,House of Representatives,Act,FALSE,Aye,No,No,No,Aye,No,No,Aye,No,,,No,No
2316,Future Made in Australia Bill 2024,That the bill be read a second time,2024-08-22T12:04:37.31,83,52,Dr Chalmers,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,No
2317,Net Zero Economy Authority Bill 2024,That the requested amendments be made,2024-09-09T12:07:10.113,89,51,Mr Gorman,Australian Labor Party,bill,Government,Prime Minister and Cabinet,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2318,Treasury Laws Amendment (Financial Market Infrastructure and Other Measures) Bill 2024,That the amendments be agreed to,2024-09-09T12:16:52.527,90,53,Mr Jones,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2319,Future Made in Australia Bill 2024,Detail amendments—That amendments (1) to (11) (Ms Steggall) be agreed to,2024-09-09T12:22:11.953,13,55,Ms Steggall,Independent,bill,Government,Treasury,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2320,Future Made in Australia Bill 2024,Detail amendments—That the amendments be agreed to,2024-09-09T12:35:46.187,13,54,Dr M Ryan,Independent,bill,Government,Treasury,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2321,Future Made in Australia Bill 2024,Detail amendments—That the amendments be agreed to,2024-09-09T12:48:21.38,10,52,Ms Chaney,Independent,bill,Government,Treasury,House of Representatives,Act,FALSE,No,No,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2322,Future Made in Australia Bill 2024,Detail amendments—That the amendment be agreed to,2024-09-09T13:00:29.157,12,45,Mr Wilkie,Independent,bill,Government,Treasury,House of Representatives,Act,FALSE,,No,Aye,Aye,Aye,Aye,Aye,Aye,,Aye,Aye,Aye,
2323,Future Made in Australia Bill 2024,Detail amendments—That the amendments be agreed to,2024-09-09T13:10:57.947,13,40,Ms Daniel,Independent,bill,Government,Treasury,House of Representatives,Act,FALSE,,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2324,Future Made in Australia Bill 2024,Detail amendments—That amendment (3) be agreed to,2024-09-09T13:22:19.82,10,47,Ms Spender,Independent,bill,Government,Treasury,House of Representatives,Act,FALSE,,No,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2325,Future Made in Australia Bill 2024,Detail amendments—That the amendments be agreed to,2024-09-09T13:31:33.797,11,54,Mr Gee,Independent,bill,Government,Treasury,House of Representatives,Act,FALSE,No,No,Aye,No,No,Aye,No,No,No,Aye,Aye,Aye,Aye
2326,Future Made in Australia Bill 2024,Detail amendments—That the Government amendments be agreed to,2024-09-09T15:41:38.46,87,53,Dr Chalmers,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2327,Future Made In Australia Bill 2024,That the question be put,2024-09-09T16:09:31.707,74,63,Mr Butler,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,,No,No,No,No,No,No,No,No,Aye,No
2328,Future Made in Australia Bill 2024,"That the bill, as amended, be agreed to",2024-09-09T16:20:02.063,82,54,,,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,No
2329,Suspension of standing orders—Contingent notice,That the motion be agreed to,2024-09-09T16:24:17.517,85,54,Mr Burke,Australian Labor Party,procedural,,,,,FALSE,No,Aye,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2330,Future Made in Australia (Omnibus Amendments No. 1) Bill 2024,That the bill be read a second time,2024-09-09T16:32:29.183,82,55,Mr Bowen,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,,Aye,No
2331,Future Made in Australia (Omnibus Amendments No. 1) Bill 2024,That the question be put,2024-09-09T16:43:05.433,75,63,Mr Burke,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,,No,No,No,No,No,No,No,,Aye,No
2332,Future Made in Australia (Omnibus Amendments No. 1) Bill 2024,Detail amendments—That the Government amendment be agreed to,2024-09-09T16:51:25.1,86,55,Dr Chalmers,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,,Aye,No
2333,Closure of question,That the question be put,2024-09-09T16:56:34.51,76,63,Mr Burke,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,,No,No,No,No,No,No,Aye,No,Aye,No
2334,Future Made in Australia (Omnibus Amendments No. 1) Bill 2024,"That the bill, as amended, be agreed to",2024-09-09T17:01:38.283,82,55,,,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,No
2335,Parliamentary Workplace Support Service Amendment (Independent Parliamentary Standards Commission) Bill 2024,2nd reading—That the amendment be agreed to,2024-09-11T07:52:41.66,13,55,Ms Spender,Independent,bill,Government,Finance,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2336,Parliamentary Workplace Support Service Amendment (Independent Parliamentary Standards Commission) Bill 2024,2nd reading—That the amendment be agreed to,2024-09-11T09:08:53.627,13,52,Ms Tink,Independent,bill,Government,Finance,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2337,Parliamentary Workplace Support Service Amendment (Independent Parliamentary Standards Commission) Bill 2024,Detail amendments—That the amendments be agreed to,2024-09-11T10:03:41.563,13,48,Mr Wilkie,Independent,bill,Government,Finance,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2338,Parliamentary Workplace Support Service Amendment (Independent Parliamentary Standards Commission) Bill 2024,Detail amendments—That the amendments be agreed to,2024-09-11T10:28:24.613,13,50,Dr Scamps,Independent,bill,Government,Finance,House of Representatives,Act,FALSE,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2339,Paid Parental Leave Amendment (Adding Superannuation for a More Secure Retirement) Bill 2024,2nd reading—That the amendment be agreed to,2024-09-12T07:51:27.807,54,88,Mr Sukkar,Liberal Party of Australia,bill,Government,Social Services,House of Representatives,Act,FALSE,Aye,No,No,No,No,No,No,No,No,No,No,No,Aye
2340,Suspension of standing orders,That debate be adjourned,2024-09-12T09:30:12.757,79,63,Ms Kearney,Australian Labor Party,procedural,,,,,FALSE,No,Aye,Aye,No,No,No,No,No,No,No,No,,
2341,Treasury Laws Amendment (Reserve Bank Reforms) Bill 2023,That the bill be read a second time,2024-09-12T10:53:42.957,83,60,Dr Chalmers,Australian Labor Party,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,,Aye,Aye
2342,Treasury Laws Amendment (Reserve Bank Reforms) Bill 2023,Detail amendments—That the amendments be agreed to,2024-09-12T12:00:44.81,6,69,Mr Bandt,Australian Greens,bill,Government,Treasury,House of Representatives,Act,FALSE,No,No,Aye,,No,No,No,,No,No,,Aye,
2343,Treasury Laws Amendment (Reserve Bank Reforms) Bill 2023,That the bill be agreed to,2024-09-12T12:18:52.257,82,59,,,bill,Government,Treasury,House of Representatives,Act,FALSE,No,Aye,No,Aye,Aye,Aye,Aye,,Aye,Aye,,Aye,Aye
2346,Government motion,That the motion be agreed to,2024-10-08T08:46:38.603,85,54,Mr Albanese,Australian Labor Party,procedural,,,,,FALSE,No,Aye,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2347,Suspension of standing orders,That debate be adjourned,2024-10-08T13:28:28.52,77,63,Mr Clare,Australian Labor Party,procedural,,,,,FALSE,No,Aye,Aye,No,No,,No,No,No,,No,,
2348,Suspension of standing orders,That the motion be agreed to,2024-10-08T15:35:15.667,84,52,Ms O'Neil,Australian Labor Party,procedural,,,,,FALSE,No,Aye,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,,Aye,Aye
2349,Proposed reference to committee,That the motion be agreed to,2024-10-08T17:11:57.017,62,75,Mr Ted O'Brien,Liberal National Party of Queensland,procedural,,,,,FALSE,Aye,No,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,,No,Aye
2350,Treasury Laws Amendment (Better Targeted Superannuation Concessions and Other Measures) Bill 2023,Detail amendments—That the amendments be agreed to,2024-10-09T12:29:26.477,9,52,Ms Tink,Independent,bill,Government,Treasury,House of Representatives,Before Senate,FALSE,,No,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,No,
2351,Treasury Laws Amendment (Better Targeted Superannuation Concessions and Other Measures) Bill 2023,Detail amendments—That the Opposition amendments be agreed to,2024-10-09T15:10:08.61,59,76,Mr Howarth,Liberal National Party of Queensland,bill,Government,Treasury,House of Representatives,Before Senate,FALSE,Aye,No,,Aye,Aye,No,Aye,,Aye,Aye,Aye,No,
2352,Treasury Laws Amendment (Better Targeted Superannuation Concessions and Other Measures) Bill 2023,Detail amendments—That the amendments be agreed to,2024-10-09T15:32:37.613,60,74,Ms Spender,Independent,bill,Government,Treasury,House of Representatives,Before Senate,FALSE,Aye,No,,Aye,Aye,No,Aye,Aye,Aye,Aye,Aye,Aye,No
2353,Treasury Laws Amendment (Better Targeted Superannuation Concessions and Other Measures) Bill 2023,That the bill be agreed to,2024-10-09T16:05:18.03,75,62,,,bill,Government,Treasury,House of Representatives,Before Senate,FALSE,No,Aye,,No,No,No,No,No,No,No,No,Aye,Aye
2354,Superannuation (Better Targeted Superannuation Concessions) Imposition Bill 2023,That the bill be read a second time,2024-10-09T16:10:57.63,75,59,Mr Jones,Australian Labor Party,bill,Government,Treasury,House of Representatives,Before Senate,FALSE,No,Aye,,No,No,No,No,No,No,No,No,Aye,Aye
2355,Universities Accord (National Student Ombudsman) Bill 2024,2nd reading—That the amendment be agreed to,2024-10-09T16:19:43.16,60,77,Mr Fletcher,Liberal Party of Australia,bill,Government,Education,House of Representatives,Act,FALSE,Aye,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2356,Universities Accord (Student Support and Other Measures) Bill 2024,2nd reading—That the amendment be agreed to,2024-10-09T18:03:26.913,5,56,Mr Bates,Australian Greens,bill,Government,Education,House of Representatives,Act,FALSE,No,No,Aye,No,No,No,No,No,No,No,No,Aye,
2357,Universities Accord (Student Support and Other Measures) Bill 2024,2nd reading—That the amendment be agreed to,2024-10-09T18:10:33.887,47,87,Mr Fletcher,Liberal Party of Australia,bill,Government,Education,House of Representatives,Act,FALSE,Aye,No,No,No,No,No,No,No,,No,No,No,No
2358,Universities Accord (Student Support and Other Measures) Bill 2024,Detail amendments—That the amendments be agreed to,2024-10-10T08:20:02.483,12,68,Dr M Ryan,Independent,bill,Government,Education,House of Representatives,Act,FALSE,No,No,Aye,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,
2359,Closure of question,That the question be put,2024-10-10T10:26:50.953,74,64,Mr Burke,Australian Labor Party,procedural,,,,,FALSE,No,Aye,No,No,No,No,No,No,No,No,No,No,No
2360,House Select Committee on Nuclear Energy,That the amendment be agreed to,2024-10-10T10:35:47.733,52,75,Dr M Ryan,Independent,procedural,,,,,FALSE,Aye,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2361,House Select Committee on Nuclear Energy,That the amendment be agreed to,2024-10-10T10:41:48.013,53,75,Mr Ted O'Brien,Liberal National Party of Queensland,procedural,,,,,FALSE,Aye,No,,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye,Aye
2362,Treasury Laws Amendment (2024 Tax and Other Measures No. 1) Bill 2024,2nd reading—That the amendment be agreed to,2024-10-10T10:45:39.353,57,79,Mr Howarth,Liberal National Party of Queensland,bill,Government,Treasury,House of Representatives,Act,FALSE,Aye,No,No,Aye,Aye,No,Aye,Aye,Aye,Aye,Aye,Aye,
2363,Wage Justice for Early Childhood Education and Care Workers (Special Account) Bill 2024,2nd reading - That the amendment be agreed to,2024-11-04T16:51:40.397,57,84,Ms Bell,Liberal National Party of Queensland,bill,Government,Education,House of Representatives,Act,FALSE,Aye,No,No,No,No,No,No,,,No,Aye,,Aye
2364,Migration Amendment (Strengthening Sponsorship and Nomination Processes) Bill 2024,That the amendments be agreed to,2024-11-06T16:18:47.423,62,78,Mr Tehan,Liberal Party of Australia,bill,Government,Home Affairs,House of Representatives,Before Senate,FALSE,Aye,No,No,Aye,Aye,Aye,Aye,Aye,Aye,Aye,,No,
